User ID,Instrument,Amount,Lots,Action,Open Time (UK - GMT/BST),Open Rate
154946,XAUUSD,1,0.01,SELL,2025-05-15 14:03:54,3189.54
150375,XAUUSD,1,0.01,SELL,2025-05-15 14:04:37,3189.98
150375,XAUUSD,1,0.01,SELL,2025-05-15 14:07:22,3190.9
131689,XAUUSD,1,0.01,SELL,2025-05-15 14:09:41,3193
154077,XAUUSD,20,0.2,BUY,2025-05-15 14:09:41,3193.53
148602,XAUUSD,1,0.01,BUY,2025-05-15 14:09:58,3194.9
149365,XAUUSD,5,0.05,BUY,2025-05-15 14:13:34,3193.75
121608,XAUUSD,1,0.01,BUY,2025-05-15 14:13:53,3193.56
149781,XAUUSD,1,0.01,SELL,2025-05-15 14:16:53,3197.77
121608,XAUUSD,1,0.01,SELL,2025-05-15 14:17:15,3197.96
121608,XAUUSD,1,0.01,SELL,2025-05-15 14:17:25,3198.1
154447,XAUUSD,1,0.01,SELL,2025-05-15 14:21:49,3195.41
154447,XAUUSD,1,0.01,BUY,2025-05-15 14:24:37,3196.62
154447,XAUUSD,1,0.01,SELL,2025-05-15 14:26:52,3195.75
144295,XAUUSD,1,0.01,SELL,2025-05-15 14:27:40,3194.32
152124,XAUUSD,1,0.01,SELL,2025-05-15 14:28:19,3193
154447,XAUUSD,1,0.01,SELL,2025-05-15 14:28:48,3193.26
152767,XAUUSD,1,0.01,SELL,2025-05-15 14:31:19,3190
154447,XAUUSD,1,0.01,SELL,2025-05-15 14:41:45,3194.25
154447,XAUUSD,1,0.01,SELL,2025-05-15 14:42:57,3194
154447,XAUUSD,1,0.01,SELL,2025-05-15 14:44:15,3192.63
154447,XAUUSD,1,0.01,SELL,2025-05-15 14:45:10,3189.63
152767,XAUUSD,1,0.01,SELL,2025-05-15 14:45:27,3187.93
154447,XAUUSD,1,0.01,BUY,2025-05-15 14:46:10,3189.98
121608,XAUUSD,1,0.01,SELL,2025-05-15 14:46:21,3188.65
154447,XAUUSD,1,0.01,BUY,2025-05-15 14:48:13,3192.41
154447,XAUUSD,1,0.01,SELL,2025-05-15 14:50:13,3191.1
121557,XAUUSD,1,0.01,SELL,2025-05-15 15:06:03,3194
121557,XAUUSD,1,0.01,SELL,2025-05-15 15:06:03,3194
129107,XAUUSD,1,0.01,SELL,2025-05-15 15:07:15,3196
121608,XAUUSD,1,0.01,SELL,2025-05-15 15:07:42,3198.5
129107,XAUUSD,1,0.01,SELL,2025-05-15 15:10:18,3200
152124,XAUUSD,1,0.01,BUY,2025-05-15 15:13:07,3204.77
137013,XAUUSD,1,0.01,SELL,2025-05-15 15:16:19,3202.43
121557,XAUUSD,1,0.01,SELL,2025-05-15 15:17:28,3203.19
150375,XAUUSD,1,0.01,BUY,2025-05-15 15:22:43,3204.86
150375,XAUUSD,1,0.01,BUY,2025-05-15 15:24:46,3206.02
150375,XAUUSD,1,0.01,BUY,2025-05-15 15:25:56,3205.63
153390,XAUUSD,1,0.01,BUY,2025-05-15 15:43:44,3201
152378,XAUUSD,1,0.01,BUY,2025-05-15 16:04:47,3205.58
138895,XAUUSD,1,0.01,SELL,2025-05-15 16:05:34,3208
151112,XAUUSD,1,0.01,BUY,2025-05-15 16:21:16,3211.12
148602,XAUUSD,1,0.01,BUY,2025-05-15 16:25:27,3215.46
151112,XAUUSD,1,0.01,BUY,2025-05-15 16:27:22,3215.78
151112,XAUUSD,1,0.01,SELL,2025-05-15 16:31:49,3214.21
151112,XAUUSD,1,0.01,SELL,2025-05-15 16:35:15,3214.18
151112,XAUUSD,1,0.01,SELL,2025-05-15 16:36:44,3214.48
150248,XAUUSD,1,0.01,BUY,2025-05-15 16:43:10,3216.83
151112,XAUUSD,1,0.01,BUY,2025-05-15 16:49:40,3214.74
154077,XAUUSD,10,0.1,BUY,2025-05-15 16:58:33,3219
119532,XAUUSD,1,0.01,BUY,2025-05-15 16:59:05,3219.52
151112,XAUUSD,1,0.01,BUY,2025-05-15 16:59:42,3220.05
153295,XAUUSD,1,0.01,SELL,2025-05-15 17:04:02,3218.45
154077,XAUUSD,10,0.1,BUY,2025-05-15 17:04:54,3218
149365,XAUUSD,5,0.05,SELL,2025-05-15 17:13:33,3216.34
139148,XAUUSD,1,0.01,BUY,2025-05-15 17:21:27,3221.42
139148,XAUUSD,1,0.01,BUY,2025-05-15 17:22:27,3220.36
139148,XAUUSD,1,0.01,BUY,2025-05-15 17:23:34,3220.16
154458,XAUUSD,10,0.1,SELL,2025-05-15 17:24:51,3219.79
138895,XAUUSD,2,0.02,SELL,2025-05-15 17:31:09,3219.48
154077,XAUUSD,10,0.1,BUY,2025-05-15 17:32:21,3221.1
139148,XAUUSD,1,0.01,BUY,2025-05-15 17:32:52,3221.67
139148,XAUUSD,1,0.01,BUY,2025-05-15 17:34:11,3220.16
139148,XAUUSD,1,0.01,BUY,2025-05-15 17:37:25,3219.79
154077,XAUUSD,10,0.1,BUY,2025-05-15 17:47:16,3221.5
154077,XAUUSD,10,0.1,BUY,2025-05-15 17:47:20,3221
154138,XAUUSD,1,0.01,BUY,2025-05-15 17:55:11,3222.11
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:06:55,3229.06
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:07:03,3229.41
154447,XAUUSD,1,0.01,BUY,2025-05-15 18:07:27,3228.6
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:09:25,3227.82
154447,XAUUSD,1,0.01,BUY,2025-05-15 18:10:07,3227.68
139148,XAUUSD,1,0.01,BUY,2025-05-15 18:12:01,3226.97
139148,XAUUSD,1,0.01,BUY,2025-05-15 18:12:31,3226.07
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:13:02,3225.58
154447,XAUUSD,1,0.01,SELL,2025-05-15 18:13:26,3224.97
139148,XAUUSD,1,0.01,BUY,2025-05-15 18:14:20,3225.53
154447,XAUUSD,1,0.01,BUY,2025-05-15 18:14:44,3225.36
139148,XAUUSD,1,0.01,BUY,2025-05-15 18:15:41,3225.26
139148,XAUUSD,1,0.01,BUY,2025-05-15 18:17:24,3224.29
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:18:03,3225.06
154447,XAUUSD,1,0.01,SELL,2025-05-15 18:19:49,3225.26
139148,XAUUSD,1,0.01,BUY,2025-05-15 18:24:43,3224.24
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:24:53,3224.56
139148,XAUUSD,1,0.01,BUY,2025-05-15 18:28:05,3223.86
139148,XAUUSD,1,0.01,BUY,2025-05-15 18:30:47,3223.01
154447,XAUUSD,1,0.01,BUY,2025-05-15 18:32:09,3221.14
154458,XAUUSD,5,0.05,SELL,2025-05-15 18:33:11,3219.13
154447,XAUUSD,1,0.01,SELL,2025-05-15 18:33:12,3219.27
153390,XAUUSD,1,0.01,SELL,2025-05-15 18:33:22,3218.84
153390,XAUUSD,1,0.01,SELL,2025-05-15 18:33:29,3218.9
153390,XAUUSD,1,0.01,SELL,2025-05-15 18:33:37,3219.11
153524,XAUUSD,1,0.01,SELL,2025-05-15 18:41:13,3218.65
154447,XAUUSD,1,0.01,SELL,2025-05-15 18:43:49,3216.61
122085,XAUUSD,1,0.01,SELL,2025-05-15 18:46:40,3217.77
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:46:48,3218.37
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:46:55,3218.54
153390,XAUUSD,1,0.01,BUY,2025-05-15 18:47:01,3218.46
150248,XAUUSD,1,0.01,BUY,2025-05-15 18:54:04,3221.26
147989,XAUUSD,2,0.02,BUY,2025-05-15 18:54:06,3221.11
153524,XAUUSD,1,0.01,SELL,2025-05-15 18:56:42,3221.23
154447,XAUUSD,1,0.01,SELL,2025-05-15 18:58:02,3221.47
153295,XAUUSD,1,0.01,SELL,2025-05-15 19:01:30,3220.33
153295,XAUUSD,1,0.01,SELL,2025-05-15 19:07:16,3222.52
148602,XAUUSD,1,0.01,BUY,2025-05-15 19:08:47,3223.03
154447,XAUUSD,1,0.01,BUY,2025-05-15 19:10:09,3223.52
154447,XAUUSD,1,0.01,BUY,2025-05-15 19:15:32,3225.09
153295,XAUUSD,1,0.01,SELL,2025-05-15 19:17:46,3225.09
121557,XAUUSD,2,0.02,SELL,2025-05-15 19:22:43,3223.91
154598,XAUUSD,1,0.01,SELL,2025-05-15 19:28:41,3222.01
153801,XAUUSD,1,0.01,SELL,2025-05-15 19:30:24,3224.28
154598,XAUUSD,1,0.01,SELL,2025-05-15 19:30:50,3223.71
153295,XAUUSD,1,0.01,SELL,2025-05-15 19:38:54,3224.68
154458,XAUUSD,5,0.05,SELL,2025-05-15 20:39:45,3229.75
154458,XAUUSD,7,0.07,BUY,2025-05-15 20:42:31,3230.87
154458,XAUUSD,5,0.05,SELL,2025-05-15 20:55:10,3230.17
154458,XAUUSD,7,0.07,BUY,2025-05-15 21:03:26,3233.94
139377,XAUUSD,2,0.02,SELL,2025-05-15 21:03:30,3233.47
154391,XAUUSD,1,0.01,BUY,2025-05-15 23:01:49,3238.37
153566,XAUUSD,2,0.02,BUY,2025-05-15 23:03:35,3242.27
146915,XAUUSD,1,0.01,BUY,2025-05-15 23:03:36,3242.72
154466,XAUUSD,1,0.01,BUY,2025-05-15 23:06:20,3242.49
154391,XAUUSD,1,0.01,BUY,2025-05-15 23:13:28,3245.21
154466,XAUUSD,4,0.04,BUY,2025-05-15 23:15:09,3245
154421,XAUUSD,2,0.02,BUY,2025-05-15 23:19:57,3245.93
154466,XAUUSD,1,0.01,BUY,2025-05-16 00:03:25,3244.15
154466,XAUUSD,1,0.01,BUY,2025-05-16 00:06:02,3243.84
121557,XAUUSD,1,0.01,BUY,2025-05-16 00:27:57,3243.1
154391,XAUUSD,1,0.01,BUY,2025-05-16 00:47:19,3238
153761,XAUUSD,1,0.01,SELL,2025-05-16 01:16:59,3238.91
154309,XAUUSD,1,0.01,BUY,2025-05-16 01:24:56,3237.43
154309,XAUUSD,1,0.01,SELL,2025-05-16 01:27:32,3234.97
154309,XAUUSD,1,0.01,SELL,2025-05-16 01:30:13,3233.49
154421,XAUUSD,2,0.02,SELL,2025-05-16 01:30:52,3233.51
154458,XAUUSD,10,0.1,BUY,2025-05-16 01:37:21,3235.7
154458,XAUUSD,5,0.05,BUY,2025-05-16 01:38:01,3236.06
149365,XAUUSD,5,0.05,SELL,2025-05-16 02:09:08,3231.87
154309,XAUUSD,1,0.01,BUY,2025-05-16 02:09:22,3232.27
154391,XAUUSD,3,0.03,SELL,2025-05-16 02:20:01,3223.17
134912,XAUUSD,1,0.01,SELL,2025-05-16 02:20:03,3223.46
128739,XAUUSD,1,0.01,SELL,2025-05-16 02:21:02,3224.74
154466,XAUUSD,7,0.07,SELL,2025-05-16 02:26:46,3223.21
134912,XAUUSD,1,0.01,SELL,2025-05-16 02:41:45,3222.27
128739,XAUUSD,1,0.01,SELL,2025-05-16 02:41:46,3222.24
134912,XAUUSD,1,0.01,BUY,2025-05-16 03:00:13,3223.51
128739,XAUUSD,1,0.01,BUY,2025-05-16 03:00:18,3223.98
152697,XAUUSD,1,0.01,BUY,2025-05-16 03:25:03,3222.2
154466,XAUUSD,1,0.01,SELL,2025-05-16 03:32:14,3225.98
154466,XAUUSD,1,0.01,BUY,2025-05-16 03:50:28,3215.5
155184,XAUUSD,1,0.01,SELL,2025-05-16 03:56:06,3213.97
154391,XAUUSD,1,0.01,BUY,2025-05-16 04:12:29,3209.26
154458,XAUUSD,5,0.05,BUY,2025-05-16 04:19:36,3209.45
154466,XAUUSD,1,0.01,SELL,2025-05-16 04:24:03,3210.31
154391,XAUUSD,1,0.01,SELL,2025-05-16 04:24:08,3210.69
154458,XAUUSD,3,0.03,BUY,2025-05-16 04:46:42,3209.28
153912,XAUUSD,1,0.01,SELL,2025-05-16 04:53:41,3210.3
153912,XAUUSD,1,0.01,SELL,2025-05-16 04:56:15,3212
154458,XAUUSD,2,0.02,BUY,2025-05-16 05:12:53,3213.16
154598,XAUUSD,1,0.01,BUY,2025-05-16 05:23:25,3217.41
154598,XAUUSD,1,0.01,BUY,2025-05-16 05:23:34,3217.92
153912,XAUUSD,1,0.01,SELL,2025-05-16 05:27:16,3214.34
154598,XAUUSD,1,0.01,BUY,2025-05-16 05:30:26,3215.79
154598,XAUUSD,1,0.01,BUY,2025-05-16 05:30:33,3215.89
154391,XAUUSD,1,0.01,BUY,2025-05-16 05:37:48,3217.79
151112,XAUUSD,1,0.01,SELL,2025-05-16 05:42:47,3218.19
154598,XAUUSD,1,0.01,BUY,2025-05-16 05:49:44,3218.58
153714,XAUUSD,3,0.03,BUY,2025-05-16 06:07:00,3221.28
126560,XAUUSD,3,0.03,SELL,2025-05-16 06:19:09,3218.2
149365,XAUUSD,5,0.05,SELL,2025-05-16 06:21:25,3218.08
154458,XAUUSD,2,0.02,BUY,2025-05-16 06:37:12,3220.58
154529,XAUUSD,1,0.01,SELL,2025-05-16 06:41:08,3216.79
147989,XAUUSD,2,0.02,SELL,2025-05-16 06:43:28,3219.83
122085,XAUUSD,1,0.01,SELL,2025-05-16 06:44:14,3217.74
122085,XAUUSD,1,0.01,SELL,2025-05-16 06:45:41,3217.52
122778,XAUUSD,1,0.01,SELL,2025-05-16 07:05:37,3223.47
154466,XAUUSD,1,0.01,BUY,2025-05-16 07:05:53,3223.68
129107,XAUUSD,1,0.01,BUY,2025-05-16 07:07:32,3225.13
154372,XAUUSD,1,0.01,SELL,2025-05-16 07:20:54,3222.62
154372,XAUUSD,1,0.01,SELL,2025-05-16 07:22:26,3221.87
122085,XAUUSD,1,0.01,BUY,2025-05-16 07:30:02,3220.39
121557,XAUUSD,1,0.01,BUY,2025-05-16 07:31:31,3219.68
148609,XAUUSD,2,0.02,SELL,2025-05-16 07:39:33,3217.24
147989,XAUUSD,1,0.01,SELL,2025-05-16 07:41:49,3216.21
148609,XAUUSD,1,0.01,SELL,2025-05-16 07:45:45,3214.17
148609,XAUUSD,2,0.02,SELL,2025-05-16 07:49:50,3214.77
154529,XAUUSD,1,0.01,BUY,2025-05-16 07:50:24,3213.43
148609,XAUUSD,2,0.02,SELL,2025-05-16 07:50:48,3213.92
154372,XAUUSD,1,0.01,BUY,2025-05-16 08:00:21,3216.38
122085,XAUUSD,1,0.01,BUY,2025-05-16 08:01:14,3216.49
151112,XAUUSD,1,0.01,SELL,2025-05-16 08:02:07,3215.12
155184,XAUUSD,1,0.01,SELL,2025-05-16 08:05:10,3211.91
154466,XAUUSD,1,0.01,SELL,2025-05-16 08:06:10,3210.68
154447,XAUUSD,1,0.01,SELL,2025-05-16 08:10:23,3216.05
154447,XAUUSD,1,0.01,BUY,2025-05-16 08:12:52,3217.93
150375,XAUUSD,1,0.01,SELL,2025-05-16 08:13:42,3217.53
154447,XAUUSD,1,0.01,BUY,2025-05-16 08:14:00,3215.99
154447,XAUUSD,1,0.01,SELL,2025-05-16 08:15:51,3211.59
153801,XAUUSD,1,0.01,SELL,2025-05-16 08:17:41,3212.08
154529,XAUUSD,1,0.01,BUY,2025-05-16 08:18:04,3210.61
129107,XAUUSD,1,0.01,BUY,2025-05-16 08:18:11,3210
154447,XAUUSD,1,0.01,SELL,2025-05-16 08:18:57,3208.61
154447,XAUUSD,1,0.01,SELL,2025-05-16 08:21:34,3206.6
154447,XAUUSD,1,0.01,SELL,2025-05-16 08:24:08,3208.31
151112,XAUUSD,1,0.01,SELL,2025-05-16 08:29:02,3208.4
121367,XAUUSD,1,0.01,BUY,2025-05-16 08:30:45,3209.64
154447,XAUUSD,1,0.01,SELL,2025-05-16 08:31:09,3208.78
147989,XAUUSD,1,0.01,SELL,2025-05-16 08:32:27,3207.83
121937,XAUUSD,10,0.1,SELL,2025-05-16 08:33:30,3208.85
154372,XAUUSD,1,0.01,BUY,2025-05-16 08:35:47,3209.64
154458,XAUUSD,10,0.1,BUY,2025-05-16 08:36:52,3210.63
150375,XAUUSD,1,0.01,SELL,2025-05-16 08:51:26,3213.17
121937,XAUUSD,5,0.05,SELL,2025-05-16 08:54:08,3209.91
154458,XAUUSD,2,0.02,BUY,2025-05-16 09:01:56,3206.22
153295,XAUUSD,1,0.01,BUY,2025-05-16 09:07:23,3207.43
121373,XAUUSD,2,0.02,SELL,2025-05-16 09:09:21,3204.32
150375,XAUUSD,1,0.01,SELL,2025-05-16 09:11:43,3203.83
154598,XAUUSD,1,0.01,SELL,2025-05-16 09:12:40,3202.13
152767,XAUUSD,2,0.02,SELL,2025-05-16 09:13:53,3199.47
152342,XAUUSD,1,0.01,SELL,2025-05-16 09:14:07,3199.91
154598,XAUUSD,1,0.01,SELL,2025-05-16 09:16:28,3196.78
154598,XAUUSD,1,0.01,SELL,2025-05-16 09:18:45,3199.08
154598,XAUUSD,1,0.01,SELL,2025-05-16 09:19:12,3199.58
154138,XAUUSD,1,0.01,BUY,2025-05-16 09:22:37,3200.17
154598,XAUUSD,1,0.01,SELL,2025-05-16 09:24:01,3200.96
154529,XAUUSD,1,0.01,BUY,2025-05-16 09:26:38,3203.38
154466,XAUUSD,1,0.01,SELL,2025-05-16 09:28:54,3204.21
154598,XAUUSD,1,0.01,SELL,2025-05-16 09:30:21,3205.28
154458,XAUUSD,10,0.1,BUY,2025-05-16 09:30:32,3206.19
154138,XAUUSD,1,0.01,BUY,2025-05-16 09:31:28,3206.53
153912,XAUUSD,1,0.01,SELL,2025-05-16 09:34:18,3205.63
153714,XAUUSD,3,0.03,SELL,2025-05-16 09:40:55,3208.34
150375,XAUUSD,1,0.01,SELL,2025-05-16 10:00:47,3205.79
150375,XAUUSD,1,0.01,SELL,2025-05-16 10:04:03,3204.25
154946,XAUUSD,1,0.01,BUY,2025-05-16 10:04:20,3204.2
153714,XAUUSD,10,0.1,SELL,2025-05-16 10:05:06,3204.38
154138,XAUUSD,1,0.01,SELL,2025-05-16 10:11:10,3204.49
152419,XAUUSD,5,0.05,BUY,2025-05-16 10:26:23,3210.12
150375,XAUUSD,1,0.01,SELL,2025-05-16 10:36:40,3210.13
122085,XAUUSD,1,0.01,BUY,2025-05-16 10:38:13,3211.8
122085,XAUUSD,1,0.01,BUY,2025-05-16 10:38:17,3211.76
154946,XAUUSD,1,0.01,BUY,2025-05-16 10:44:06,3208
154529,XAUUSD,1,0.01,BUY,2025-05-16 10:51:32,3209.55
141017,XAUUSD,1,0.01,SELL,2025-05-16 10:52:07,3209.91
154466,XAUUSD,1,0.01,BUY,2025-05-16 10:57:55,3210.06
121937,XAUUSD,5,0.05,SELL,2025-05-16 11:00:06,3209.05
141017,XAUUSD,2,0.02,SELL,2025-05-16 11:04:20,3210.69
153295,XAUUSD,1,0.01,BUY,2025-05-16 11:10:22,3206.24
147989,XAUUSD,1,0.01,SELL,2025-05-16 11:18:17,3204.5
121557,XAUUSD,1,0.01,BUY,2025-05-16 11:27:35,3201.37
152020,XAUUSD,30,0.3,SELL,2025-05-16 11:27:54,3200.74
154946,XAUUSD,1,0.01,BUY,2025-05-16 11:37:16,3197.85
153524,XAUUSD,1,0.01,SELL,2025-05-16 11:40:52,3200.5
152767,XAUUSD,2,0.02,SELL,2025-05-16 11:45:53,3193
144295,XAUUSD,1,0.01,BUY,2025-05-16 11:46:31,3192.176
153524,XAUUSD,1,0.01,SELL,2025-05-16 11:47:43,3190.09
122085,XAUUSD,2,0.02,BUY,2025-05-16 11:48:31,3190
153524,XAUUSD,3,0.03,BUY,2025-05-16 11:49:00,3193.54
148602,XAUUSD,1,0.01,SELL,2025-05-16 11:50:52,3184.91
152767,XAUUSD,2,0.02,SELL,2025-05-16 11:51:05,3183.98
139377,XAUUSD,2,0.02,BUY,2025-05-16 11:52:33,3176.44
153524,XAUUSD,2,0.02,SELL,2025-05-16 11:54:31,3169.33
153524,XAUUSD,2,0.02,BUY,2025-05-16 11:55:54,3176.09
117652,XAUUSD,10,0.1,SELL,2025-05-16 12:01:34,3173.48
117652,XAUUSD,1,0.01,SELL,2025-05-16 12:10:41,3171.79
117652,XAUUSD,20,0.2,SELL,2025-05-16 12:13:47,3171.35
155184,XAUUSD,1,0.01,SELL,2025-05-16 12:15:38,3171.13
117652,XAUUSD,3,0.03,SELL,2025-05-16 12:16:43,3171.5
153295,XAUUSD,1,0.01,BUY,2025-05-16 12:33:09,3176.42
146915,XAUUSD,1,0.01,BUY,2025-05-16 12:34:03,3177.32
153912,XAUUSD,1,0.01,SELL,2025-05-16 12:35:35,3177.46
147989,XAUUSD,1,0.01,SELL,2025-05-16 12:53:32,3165.63
154946,XAUUSD,1,0.01,BUY,2025-05-16 12:54:10,3160.56
139377,XAUUSD,2,0.02,BUY,2025-05-16 12:54:36,3160.03
154466,XAUUSD,1,0.01,SELL,2025-05-16 12:58:48,3163.11
147989,XAUUSD,1,0.01,SELL,2025-05-16 13:00:44,3155.19
147989,XAUUSD,1,0.01,SELL,2025-05-16 13:06:44,3160.66
144295,XAUUSD,1,0.01,BUY,2025-05-16 13:14:29,3167.02
147989,XAUUSD,1,0.01,BUY,2025-05-16 13:15:46,3166.41
153761,XAUUSD,1,0.01,SELL,2025-05-16 13:38:07,3178.87
153912,XAUUSD,1,0.01,SELL,2025-05-16 13:44:39,3178.92
153761,XAUUSD,1,0.01,SELL,2025-05-16 13:45:08,3177.84
141017,XAUUSD,2,0.02,SELL,2025-05-16 13:45:54,3178.1
141017,XAUUSD,1,0.01,SELL,2025-05-16 13:46:11,3179.61
144295,XAUUSD,1,0.01,SELL,2025-05-16 13:46:16,3178.7
144295,XAUUSD,1,0.01,BUY,2025-05-16 13:47:28,3180.09
141017,XAUUSD,1,0.01,SELL,2025-05-16 13:47:43,3180.84
144295,XAUUSD,1,0.01,SELL,2025-05-16 13:53:50,3176.54
144295,XAUUSD,1,0.01,SELL,2025-05-16 13:56:47,3178.19
149365,XAUUSD,5,0.05,BUY,2025-05-16 14:00:18,3180.35
153714,XAUUSD,10,0.1,BUY,2025-05-16 14:00:25,3180.66
153524,XAUUSD,2,0.02,BUY,2025-05-16 14:03:52,3184.1
152767,XAUUSD,2,0.02,SELL,2025-05-16 14:05:56,3181.74
154956,XAUUSD,5,0.05,BUY,2025-05-16 14:12:40,3180.03
152767,XAUUSD,2,0.02,SELL,2025-05-16 14:13:25,3177.86
152767,XAUUSD,2,0.02,SELL,2025-05-16 14:14:59,3176.93
153761,XAUUSD,1,0.01,SELL,2025-05-16 14:17:07,3175.78
132008,XAUUSD,2,0.02,SELL,2025-05-16 14:20:50,3176.15
153524,XAUUSD,2,0.02,SELL,2025-05-16 14:24:47,3175.62
152767,XAUUSD,2,0.02,SELL,2025-05-16 14:30:15,3174.93
153524,XAUUSD,1,0.01,SELL,2025-05-16 14:30:52,3171.05
153524,XAUUSD,1,0.01,BUY,2025-05-16 14:31:27,3175.45
153295,XAUUSD,1,0.01,BUY,2025-05-16 14:32:42,3176.31
153524,XAUUSD,2,0.02,BUY,2025-05-16 14:33:33,3179.54
152767,XAUUSD,2,0.02,SELL,2025-05-16 14:35:06,3180.85
121937,XAUUSD,2,0.02,BUY,2025-05-16 14:35:22,3180.88
148602,XAUUSD,1,0.01,SELL,2025-05-16 14:37:27,3183.37
148602,XAUUSD,1,0.01,SELL,2025-05-16 14:39:26,3181
153912,XAUUSD,1,0.01,BUY,2025-05-16 14:42:28,3186.04
152767,XAUUSD,2,0.02,SELL,2025-05-16 14:48:47,3180
141017,XAUUSD,2,0.02,SELL,2025-05-16 14:50:32,3182.94
141017,XAUUSD,1,0.01,SELL,2025-05-16 14:50:56,3183.85
154138,XAUUSD,1,0.01,BUY,2025-05-16 15:08:01,3186.09
147989,XAUUSD,1,0.01,BUY,2025-05-16 15:10:27,3184.57
147989,XAUUSD,1,0.01,BUY,2025-05-16 15:12:36,3183.5
147989,XAUUSD,1,0.01,BUY,2025-05-16 15:16:08,3185.2
147989,XAUUSD,1,0.01,SELL,2025-05-16 15:19:21,3179.43
152767,XAUUSD,2,0.02,SELL,2025-05-16 15:19:38,3177.62
147989,XAUUSD,1,0.01,BUY,2025-05-16 15:20:39,3177.94
147989,XAUUSD,1,0.01,SELL,2025-05-16 15:24:50,3180
152767,XAUUSD,2,0.02,SELL,2025-05-16 15:25:37,3176.29
153524,XAUUSD,1,0.01,SELL,2025-05-16 15:26:02,3177.06
148602,XAUUSD,1,0.01,SELL,2025-05-16 15:26:58,3174.88
141518,XAUUSD,1,0.01,BUY,2025-05-16 15:27:44,3175.79
152767,XAUUSD,2,0.02,SELL,2025-05-16 15:28:12,3173.92
153912,XAUUSD,1,0.01,BUY,2025-05-16 15:32:00,3175.11
148602,XAUUSD,1,0.01,SELL,2025-05-16 15:35:12,3172.96
148602,XAUUSD,1,0.01,SELL,2025-05-16 15:36:51,3172.95
147989,XAUUSD,1,0.01,SELL,2025-05-16 15:37:58,3170.19
153714,XAUUSD,20,0.2,SELL,2025-05-16 15:39:13,3173.54
148602,XAUUSD,1,0.01,SELL,2025-05-16 15:39:40,3171.51
147989,XAUUSD,1,0.01,SELL,2025-05-16 15:40:57,3171.34
152767,XAUUSD,2,0.02,SELL,2025-05-16 15:41:05,3169.43
153524,XAUUSD,2,0.02,SELL,2025-05-16 15:43:25,3169.11
153524,XAUUSD,2,0.02,SELL,2025-05-16 15:44:13,3167.62
153524,XAUUSD,2,0.02,BUY,2025-05-16 15:45:44,3170.95
147989,XAUUSD,1,0.01,SELL,2025-05-16 15:59:31,3172.44
141017,XAUUSD,1,0.01,SELL,2025-05-16 16:13:55,3176.82
141017,XAUUSD,1,0.01,SELL,2025-05-16 16:16:04,3176.24
154077,XAUUSD,10,0.1,BUY,2025-05-16 17:25:00,3183
153524,XAUUSD,2,0.02,SELL,2025-05-16 18:30:24,3184.15
147989,XAUUSD,1,0.01,BUY,2025-05-16 18:33:23,3185.21
154770,XAUUSD,1,0.01,SELL,2025-05-16 18:35:40,3183.86
153524,XAUUSD,1,0.01,BUY,2025-05-16 18:39:00,3186.33
153524,XAUUSD,3,0.03,BUY,2025-05-16 18:47:27,3190.02
153390,XAUUSD,1,0.01,BUY,2025-05-16 18:58:03,3190.03
147989,XAUUSD,1,0.01,SELL,2025-05-16 19:19:28,3188.26
153823,XAUUSD,10,0.1,BUY,2025-05-16 19:27:56,3190.12
119891,XAUUSD,10,0.1,BUY,2025-05-16 20:09:07,3191.93
119891,XAUUSD,5,0.05,BUY,2025-05-16 20:11:20,3190.95
119891,XAUUSD,10,0.1,BUY,2025-05-16 20:17:13,3194.03
119891,XAUUSD,10,0.1,BUY,2025-05-16 20:17:56,3193.88
119891,XAUUSD,1,0.01,BUY,2025-05-16 21:47:50,3201.75
153295,XAUUSD,1,0.01,BUY,2025-05-18 23:17:38,3228.61
141017,XAUUSD,1,0.01,BUY,2025-05-19 00:21:29,3244.54
141017,XAUUSD,1,0.01,BUY,2025-05-19 00:26:27,3243.05
146915,XAUUSD,1,0.01,BUY,2025-05-19 01:05:15,3238.86
155184,XAUUSD,1,0.01,BUY,2025-05-19 01:05:57,3241.01
132359,XAUUSD,1,0.01,BUY,2025-05-19 01:53:16,3243.73
132359,XAUUSD,1,0.01,BUY,2025-05-19 02:13:16,3232.48
155856,XAUUSD,5,0.05,SELL,2025-05-19 02:13:17,3232.07
154946,XAUUSD,1,0.01,BUY,2025-05-19 02:18:45,3230
155856,XAUUSD,1,0.01,SELL,2025-05-19 02:30:43,3225.11
155856,XAUUSD,5,0.05,SELL,2025-05-19 02:37:40,3224.08
155184,XAUUSD,1,0.01,BUY,2025-05-19 03:15:00,3225.26
153912,XAUUSD,1,0.01,SELL,2025-05-19 03:26:49,3223.59
149365,XAUUSD,5,0.05,BUY,2025-05-19 03:50:21,3229.4
155804,XAUUSD,1,0.01,BUY,2025-05-19 04:13:12,3226.65
151112,XAUUSD,1,0.01,BUY,2025-05-19 04:15:03,3226.24
